Topic,Words,Frequency,Timestamp,Name
237,"harila, climber, porter, kristin, cliff",1,2023-08-09 03:53:07.176470528+00:00,Climbing Mount Everest
239,"carrie, lisa, wexley, bunch, ok",2,2023-08-09 03:53:07.176470528+00:00,Carrie & Aidan's Unexpected News
247,"spelling, bee, chose, quit, ahead",1,2023-08-09 03:53:07.176470528+00:00,Toughest Word This Week
251,"cigar, mockingbird, ruled, ar, specialty",3,2023-08-09 03:53:07.176470528+00:00,Gun Regulation Supreme Court Ruling
256,"aug, wednesday, correction, print, appeared",1,2023-08-09 03:53:07.176470528+00:00,Correction Appeared in Print on Wednesday
261,"kahle, library, brewster, owning, freely",1,2023-08-09 03:53:07.176470528+00:00,Library Attacks and Book Bans
263,"luton, fabled, prof, richest, merit",1,2023-08-09 03:53:07.176470528+00:00,Richest Sport Competition in Luton
264,"redmond, deleting, pleaded, howard, guilty",1,2023-08-09 03:53:07.176470528+00:00,Guilty Pleas in Georgia
266,"fentanyl, narcan, stocked, lifesaving, overdoses",1,2023-08-09 03:53:07.176470528+00:00,Fentanyl-Laced Heroin Overdoses
268,"aug, saturday, correction, print, appeared",1,2023-08-09 03:53:07.176470528+00:00,Corrections in Print on Saturday
269,"jailed, pakistan, determine, corruption, prime",1,2023-08-09 03:53:07.176470528+00:00,Pakistan political crisis
270,"positivity, necessarily, alarm, covid, highest",1,2023-08-09 03:53:07.176470528+00:00,Covid Surge in China
271,"aug, correction, print, tuesday, appeared",1,2023-08-09 03:53:07.176470528+00:00,Correction Appeared in Print on Tuesday Aug
272,"quarterly, pricing, earnings, frequently, reported",1,2023-08-09 03:53:07.176470528+00:00,Profit Growth Report
281,"epstein, staley, jeffrey, leon, carve",1,2023-08-09 03:53:07.176470528+00:00,Jeffrey Epstein Sex Trafficking
292,"elbowing, horde, dutch, dam, quiet",1,2023-08-09 03:53:07.176470528+00:00,Easy Cycling Adventure on Cobbled Road
299,"senegal, fishing, loaded, vessel, boat",1,2023-08-09 03:53:07.176470528+00:00,Rescued boat people sink
303,"dagestan, foul, hospitalized, immediate, report",2,2023-08-09 03:53:07.176470528+00:00,Missile strike in Ukraine
305,"aug, correction, print, appeared, thursday",2,2023-08-09 03:53:07.176470528+00:00,Correction Appeared in Print on Thursday Aug
306,"physical, temperature, consequence, higher, economic",1,2023-08-09 03:53:07.176470528+00:00,Global Warming
316,"lie, sorry, got, better, friend",1,2023-08-09 03:53:07.176470528+00:00,Sorry vs Lie
323,"tacking, card, credit, bottom, fee",1,2023-08-09 03:53:07.176470528+00:00,Retirement Savings
325,"aug, submit, participate, winner, eastern",1,2023-08-09 03:53:07.176470528+00:00,Eastern Week Winner Announcement
338,"subscriber, shifted, scale, losing, bid",1,2023-08-09 03:53:07.176470528+00:00,Apollo-Sony Merger Talks
341,"ultraviolet, skin, careful, ray, sun",1,2023-08-09 03:53:07.176470528+00:00,Itchy skin relief
353,"lawn, lute, enjoys, meditative, garden",2,2023-08-09 03:53:07.176470528+00:00,Urban gardening
357,"pat, gerwig, trans, greta, humanity",1,2023-08-09 03:53:07.176470528+00:00,Gender Governance Astonishes Elsewhere
359,"healthful, constitutional, environment, approving, fundamental",2,2023-08-09 03:53:07.176470528+00:00,Protecting Environments from Pollution
362,"defamation, sully, fanciest, uttered, homophobic",2,2023-08-09 03:53:07.176470528+00:00,Defamation Lawsuit Against Scientology
368,"elon, musk, ballyhooed, throttled, zuckerberg",2,2023-08-09 03:53:07.176470528+00:00,Elon Musk on Twitter
374,"august, quotation, quotationof, day, thursday",3,2023-08-09 03:53:07.176470528+00:00,Quotation Day Thursday August
379,"overdose, addiction, sprawling, soaring, medication",1,2023-08-09 03:53:07.176470528+00:00,Opioid Epidemic in Baltimore
380,"labour, downing, nears, unpopular, skill",1,2023-08-09 03:53:07.176470528+00:00,Pedro Sánchez inquiry
383,"doping, albeit, slight, compelling, infamous",1,2023-08-09 03:53:07.176470528+00:00,Doping in Sports
387,"guilty, rankin, pleaded, offense, plea",1,2023-08-09 03:53:07.176470528+00:00,Ex-officers plead guilty to charges
401,"falling, scheduled, involving, date, criminal",1,2023-08-09 03:53:07.176470528+00:00,Former President Faces Federal Trial
406,"panic, default, angry, garden, developer",1,2023-08-09 03:53:07.176470528+00:00,Social medium offering
409,"existential, exploring, standing, implication, regional",1,2023-08-09 03:53:07.176470528+00:00,New Book Explores Existential Questions
418,"softer, betting, presentation, discipline, handed",1,2023-08-09 03:53:07.176470528+00:00,Betting in Sports
-1,"state, ha, candidate, president, one",387,2023-08-16 08:05:29.274509824+00:00,Political News
0,"recipe, chef, restaurant, weeknight, dish",20,2023-08-16 08:05:29.274509824+00:00,Recipe for Chicken Dish
1,"museum, art, yevonde, storeroom, bernhardt",10,2023-08-16 08:05:29.274509824+00:00,Art Exhibition in Brooklyn
2,"china, seng, yunte, asian, zhong",9,2023-08-16 08:05:29.274509824+00:00,China-US Relations
3,"aber, librarianist, novelist, aria, matching",4,2023-08-16 08:05:29.274509824+00:00,Novels by Irish Author
4,"dreariness, lindley, gynecological, audra, stacchi",7,2023-08-16 08:05:29.274509824+00:00,Director Wes Ball Narrates Sequence Film
5,"cavalluzzi, coupling, whitestone, serrated, fashion",6,2023-08-16 08:05:29.274509824+00:00,Fashion Designer Dies
6,"stuck, feeling, today, puzzle, help",7,2023-08-16 08:05:29.274509824+00:00,Feeling Stuck Today Puzzle Help
8,"ukrainian, counteroffensive, ukraine, misallocated, troop",7,2023-08-16 08:05:29.274509824+00:00,Ukraine-Russia War
9,"arwa, triangular, shoelace, cummins, contrary",5,2023-08-16 08:05:29.274509824+00:00,Shootings and Police Encounters
10,"storm, rain, hilary, flooding, california",20,2023-08-16 08:05:29.274509824+00:00,Heavy rain and flooding in southern California
11,"essay, guest, reader, react, civilized",7,2023-08-16 08:05:29.274509824+00:00,Marriage Perspectives
12,"subtitle, shade, stream, sitcom, knew",2,2023-08-16 08:05:29.274509824+00:00,TV Series
13,"telescope, solar, roscosmos, planet, archaeology",5,2023-08-16 08:05:29.274509824+00:00,Moon Exploration
15,"runner, milwaukee, front, spar, topple",5,2023-08-16 08:05:29.274509824+00:00,Presidential Primary Candidates
16,"nytimes, com, sentence, article, word",5,2023-08-16 08:05:29.274509824+00:00,Nytimes articles from past year
19,"chidi, cameo, twist, pac, plot",2,2023-08-16 08:05:29.274509824+00:00,Donald Trump Fraud Trial
20,"bungalow, midcentury, cottage, bedroom, milwaukie",4,2023-08-16 08:05:29.274509824+00:00,Three-bedroom home in Los Angeles
21,"metamorphosis, nutt, puzzle, yu, lieberman",5,2023-08-16 08:05:29.274509824+00:00,Solving Weekend Puzzles
22,"taught, anytime, uncompromising, towering, charismatic",2,2023-08-16 08:05:29.274509824+00:00,Dance in New York
23,"interest, rate, inflation, fret, freshly",5,2023-08-16 08:05:29.274509824+00:00,Federal Reserve Interest Rate
24,"broadway, essiedu, prebble, paapa, capitalized",3,2023-08-16 08:05:29.274509824+00:00,Broadway Musical Revival
25,"artificial, intelligence, gpus, evaluating, artificialintelligence",3,2023-08-16 08:05:29.274509824+00:00,Artificial Intelligence
26,"spoiler, contains, review, warning, columnist",7,2023-08-16 08:05:29.274509824+00:00,Day Puzzle Warning Contains Spoiler
27,"alpert, herb, roster, powerhouse, label",1,2023-08-16 08:05:29.274509824+00:00,Billboard Chart Toppers
28,"mayor, eric, adam, rezone, bus",4,2023-08-16 08:05:29.274509824+00:00,Mayor Eric Adam
29,"rejection, visibility, follower, social, medium",2,2023-08-16 08:05:29.274509824+00:00,Social Media Platform
30,"pursued, lease, transparency, expense, violation",1,2023-08-16 08:05:29.274509824+00:00,Housing Rent Regulation
32,"lowest, volume, crossing, illegal, february",1,2023-08-16 08:05:29.274509824+00:00,Asylum Seekers at Southern Border
33,"nickel, unrivaled, mineral, electric, indonesia",1,2023-08-16 08:05:29.274509824+00:00,Electric Vehicles
35,"unarmed, assailant, apparently, pledged, palestinian",1,2023-08-16 08:05:29.274509824+00:00,Palestinian protest on campus
36,"heat, extreme, soupy, midsection, southerner",6,2023-08-16 08:05:29.274509824+00:00,Heat Wave Alert
37,"ethicist, magazine, columnist, dramatization, magazineethicist",3,2023-08-16 08:05:29.274509824+00:00,Climate Change Ethics
38,"acquisition, odds, approval, appears, path",1,2023-08-16 08:05:29.274509824+00:00,Microsoft Google Face Antitrust Probe
39,"mckend, asghari, bates, marrying, eva",3,2023-08-16 08:05:29.274509824+00:00,Dating App Success Stories
41,"volume, sort, extraordinary, historic, nature",1,2023-08-16 08:05:29.274509824+00:00,Supreme Court Cases
42,"putellas, demoralizing, disorganized, afterthought, yankee",3,2023-08-16 08:05:29.274509824+00:00,Yankees vs Mets Baseball Rivalry
43,"florida, governor, floridagovernor, pac, thespian",7,2023-08-16 08:05:29.274509824+00:00,Florida Governor Presidential Campaign
44,"caribou, hapless, hornet, verify, dog",3,2023-08-16 08:05:29.274509824+00:00,Dog Care Industry
45,"insulting, interpreted, backer, desantis, backlash",1,2023-08-16 08:05:29.274509824+00:00,Ron Desantis Presidential Run
47,"aespa, clay, cautious, hear, track",1,2023-08-16 08:05:29.274509824+00:00,Heartrack
48,"exclusively, audio, app, exclusivelyfrom, timeaudio",6,2023-08-16 08:05:29.274509824+00:00,Exclusive NY Time Audio App
50,"abortion, kristan, tirade, crossroad, hawkins",2,2023-08-16 08:05:29.274509824+00:00,Abortion Rights in Ohio
51,"game, crossfit, video, videogame, vetting",5,2023-08-16 08:05:29.274509824+00:00,Video Game
52,"realizes, aviation, frequently, airline, flying",1,2023-08-16 08:05:29.274509824+00:00,Alaska Airline Flight Incident
54,"tafari, obamas, white, sou, campbell",2,2023-08-16 08:05:29.274509824+00:00,White House Politics
55,"assertive, autoworkers, representing, ups, angry",1,2023-08-16 08:05:29.274509824+00:00,Union Negotiations
56,"bankman, fried, sam, jail, land",1,2023-08-16 08:05:29.274509824+00:00,FTX Founder Arrested
57,"pick, werewolf, atypical, inhospitable, gripping",2,2023-08-16 08:05:29.274509824+00:00,This Month's Pick Include
58,"niger, summon, conciliatory, bazoum, junta",3,2023-08-16 08:05:29.274509824+00:00,West African regional bloc presidency
60,"reptile, longwing, custodian, pallette, flightless",4,2023-08-16 08:05:29.274509824+00:00,Reptile Evolution in Australia
63,"cup, worldcup, woman, world, final",11,2023-08-16 08:05:29.274509824+00:00,World Cup
64,"wallen, swift, taylor, rodrigo, morgan",1,2023-08-16 08:05:29.274509824+00:00,Taylor Swift
65,"alliance, cede, cohesion, nato, balked",2,2023-08-16 08:05:29.274509824+00:00,Nordic Summit on NATO Expansion
69,"emulate, overperformed, perpetrated, cartel, riveted",3,2023-08-16 08:05:29.274509824+00:00,Cartel Violence in Mexico and Colombia
70,"kelowna, yellowknife, wildfire, northwest, quality",4,2023-08-16 08:05:29.274509824+00:00,Wildfire smoke impacts air quality
72,"catalyzing, sentiment, improving, industrial, investment",2,2023-08-16 08:05:29.274509824+00:00,Economic Resilience in Face of Recession
73,"cocteau, nordic, countryside, sustainable, recommendation",1,2023-08-16 08:05:29.274509824+00:00,Recommendations from Magazine
74,"coursework, chatbots, educator, teaching, asking",1,2023-08-16 08:05:29.274509824+00:00,Chatbots Race: Tech Giants' Own Dangerous Creations
75,"weight, drug, gila, obesity, auditorium",3,2023-08-16 08:05:29.274509824+00:00,Weight Loss Drug
77,"sketching, pausing, diary, metropolitan, tale",1,2023-08-16 08:05:29.274509824+00:00,New York City Diary
79,"fresk, climate, unfolds, attended, fare",2,2023-08-16 08:05:29.274509824+00:00,Climate Change Solutions
80,"beetle, rated, comic, fifth, hurt",1,2023-08-16 08:05:29.274509824+00:00,Hollywood Actor Strike
82,"merch, oh, surprise, political, game",1,2023-08-16 08:05:29.274509824+00:00,Political Polarization in America
83,"albright, jarring, derailed, driverless, crash",3,2023-08-16 08:05:29.274509824+00:00,Train Accident in Ohio
87,"express, sometimes, hide, experimenting, deciding",2,2023-08-16 08:05:29.274509824+00:00,Want to hear
88,"doom, sided, referendum, sense, poll",2,2023-08-16 08:05:29.274509824+00:00,Republican Party Disarray
91,"soprano, opera, characterize, acumen, vividly",2,2023-08-16 08:05:29.274509824+00:00,Opera Premiere at Metropolitan Opera
94,"confronts, taboo, married, strong, couple",1,2023-08-16 08:05:29.274509824+00:00,Marriage Relationship Wonders
95,"echoing, stump, carolina, lean, phrase",1,2023-08-16 08:05:29.274509824+00:00,Carolina Governors
96,"autonomous, waymo, driverless, francisco, scooter",5,2023-08-16 08:05:29.274509824+00:00,Congestion Pricing in NYC
98,"education, matter, college, modern, market",1,2023-08-16 08:05:29.274509824+00:00,College Admissions and Financial Aid
101,"quogue, stamford, bedroom, conn, listing",1,2023-08-16 08:05:29.274509824+00:00,Bedroom Property
102,"kip, listing, lincoln, bay, square",1,2023-08-16 08:05:29.274509824+00:00,Property in Manhattan
103,"treachery, willis, fani, lucid, deceit",1,2023-08-16 08:05:29.274509824+00:00,Fulton County District Attorney
104,"mccarthy, kevin, extend, resolution, agree",1,2023-08-16 08:05:29.274509824+00:00,Ousting Speaker Kevin McCarthy
105,"apnea, screen, check, get, expertsay",1,2023-08-16 08:05:29.274509824+00:00,Experts Say Sleep Essential for Better Health
109,"reading, suggested, editor, critic, suggestedreading",1,2023-08-16 08:05:29.274509824+00:00,Suggested Reading in New York Times
110,"skyrocketed, sold, slightly, smaller, earlier",1,2023-08-16 08:05:29.274509824+00:00,New York Real Estate Settlement
111,"validity, korea, downplay, thaw, north",2,2023-08-16 08:05:29.274509824+00:00,North Korea Leadership
112,"aug, correction, print, monday, appeared",1,2023-08-16 08:05:29.274509824+00:00,Correction Appeared in Print on Monday
115,"overwhelmed, mental, clinic, youth, louis",1,2023-08-16 08:05:29.274509824+00:00,Mental Health Crisis in Adolescents
118,"juggle, magnitude, earthquake, initial, injury",1,2023-08-16 08:05:29.274509824+00:00,Earthquake in Morocco
120,"minor, transition, transgender, hormone, care",3,2023-08-16 08:05:29.274509824+00:00,Transgender minor transition care ban
122,"maui, lahaina, hawaii, wildfire, andaya",8,2023-08-16 08:05:29.274509824+00:00,Hawaii Wildfire Devastates Lahaina
123,"bombshell, tonya, subverts, barbie, expectation",1,2023-08-16 08:05:29.274509824+00:00,Barbie-themed movie with dark twist
124,"sends, opposite, parent, message, yet",1,2023-08-16 08:05:29.274509824+00:00,Father-Mother Relationship
125,"avian, vulnerable, specie, especially, scientist",1,2023-08-16 08:05:29.274509824+00:00,Birding in New York
126,"antibody, vaccine, infant, pregnant, preventing",1,2023-08-16 08:05:29.274509824+00:00,Vaccine Shot for Covid and Flu
128,"operated, publication, boom, joining, owned",1,2023-08-16 08:05:29.274509824+00:00,Editor Newsroom Leadership
129,"harassed, infamous, suggestion, juror, shared",1,2023-08-16 08:05:29.274509824+00:00,Social Media Regulation
132,"volodymyr, zelensky, blitz, donate, denmark",2,2023-08-16 08:05:29.274509824+00:00,President Volodymyr Zelensky
134,"cannabis, posse, bureaucratic, roadblock, ontario",3,2023-08-16 08:05:29.274509824+00:00,Cannabis Legalization Efforts
135,"sea, blacksea, black, ship, grain",4,2023-08-16 08:05:29.274509824+00:00,Black Sea Grain Export
136,"taunted, relentlessly, jersey, confrontation, dramatic",1,2023-08-16 08:05:29.274509824+00:00,New Jersey Political Scene
137,"marion, condemnation, amendment, raid, newspaper",1,2023-08-16 08:05:29.274509824+00:00,First Amendment Censorship Debate
139,"budapest, finish, freakish, nuguse, yared",4,2023-08-16 08:05:29.274509824+00:00,Olympic Gold Medal Dispute
147,"commodity, granted, ubiquitous, tend, particular",1,2023-08-16 08:05:29.274509824+00:00,Climate Change Impact on Water Supply
149,"storytelling, journalism, audio, share, best",1,2023-08-16 08:05:29.274509824+00:00,Audio Journalism Weekly Roundup
150,"bee, fossilized, brooding, insect, slovenia",2,2023-08-16 08:05:29.274509824+00:00,Insect Colony Dynamics
152,"herald, explorer, pole, supported, backed",1,2023-08-16 08:05:29.274509824+00:00,New York City News
153,"fox, hosting, news, debate, taped",4,2023-08-16 08:05:29.274509824+00:00,Fox News Committee
154,"asl, gallaudet, deaf, dictionary, flourishing",1,2023-08-16 08:05:29.274509824+00:00,Linguistic Thought and Identity
155,"august, quotation, monday, quotationof, day",1,2023-08-16 08:05:29.274509824+00:00,Quotation Day Monday
156,"sunday, aug, august, correction, print",2,2023-08-16 08:05:29.274509824+00:00,Corrections in Print on Sunday
158,"bilked, lieutenant, prosecutor, recommended, chairman",2,2023-08-16 08:05:29.274509824+00:00,Federal Prosecutor Says
159,"visualization, toolbox, cybersecurity, heist, commentary",1,2023-08-16 08:05:29.274509824+00:00,Documentary Explores Transmasculine Experience
161,"tally, ease, although, destroyed, damage",1,2023-08-16 08:05:29.274509824+00:00,Fire in Johannesburg kills at least 3 people
